Starting ROS 2 launch script...
ROS_VERSION=2
ROS_PYTHON_VERSION=3
ROS_LOCALHOST_ONLY=0
ROS_DISTRO=humble
[INFO] [launch]: All log files can be found below /home/robosub/.ros/log/2025-08-14-20-28-05-831234-ubuntu-2620
[INFO] [launch]: Default logging verbosity is set to INFO
[INFO] [mavros_node-1]: process started with pid [2736]
[INFO] [dvl_node-2]: process started with pid [2738]
[INFO] [dvl_mavros_bridge-3]: process started with pid [2740]
[mavros_node-1] [INFO] [1755221286.048410504] [mavros_node]: Starting mavros_node container
[mavros_node-1] [INFO] [1755221286.048624296] [mavros_node]: FCU URL: serial:///dev/ttyTHS1:57600
[mavros_node-1] [INFO] [1755221286.048643720] [mavros_node]: GCS URL: 
[mavros_node-1] [INFO] [1755221286.048654120] [mavros_node]: UAS Prefix: /uas1
[mavros_node-1] [INFO] [1755221286.048662216] [mavros_node]: Starting mavros router node
[mavros_node-1] [INFO] [1755221286.059100040] [mavros_router]: Built-in SIMD instructions: ARM NEON
[mavros_node-1] [INFO] [1755221286.059180808] [mavros_router]: Built-in MAVLink package version: 2025.6.6
[mavros_node-1] [INFO] [1755221286.059200808] [mavros_router]: Known MAVLink dialects: common ardupilotmega ASLUAV AVSSUAS all csAirLink cubepilot development icarous loweheiser matrixpilot paparazzi standard storm32 uAvionix ualberta
[mavros_node-1] [INFO] [1755221286.059211848] [mavros_router]: MAVROS Router started
[mavros_node-1] [INFO] [1755221286.059259912] [mavros_router]: Requested to add endpoint: type: 0, url: serial:///dev/ttyTHS1:57600
[mavros_node-1] [INFO] [1755221286.059303368] [mavros_router]: Endpoint link[1000] created
[mavros_node-1] [INFO] [1755221286.065092968] [mavros_router]: link[1000] opened successfully
[mavros_node-1] [INFO] [1755221286.065527528] [mavros_router]: Requested to add endpoint: type: 2, url: /uas1
[mavros_node-1] [INFO] [1755221286.065578248] [mavros_router]: Endpoint link[1001] created
[mavros_node-1] [INFO] [1755221286.070650312] [mavros_router]: link[1001] opened successfully
[mavros_node-1] [INFO] [1755221286.070747784] [mavros_node]: Starting mavros uas node
[mavros_node-1] [INFO] [1755221286.074040264] [mavros_router]: link[1000] detected remote address 1.1
[mavros_node-1] [INFO] [1755221286.138683976] [mavros]: UAS Executor started, threads: 6
[mavros_node-1] [INFO] [1755221286.172105128] [mavros]: Plugin actuator_control created
[mavros_node-1] [INFO] [1755221286.172239848] [mavros]: Plugin actuator_control initialized
[mavros_node-1] [INFO] [1755221286.213370888] [mavros]: Plugin adsb created
[mavros_node-1] [INFO] [1755221286.213495976] [mavros]: Plugin adsb initialized
[mavros_node-1] [INFO] [1755221286.218366120] [mavros]: Plugin altitude created
[mavros_node-1] [INFO] [1755221286.218466504] [mavros]: Plugin altitude initialized
[mavros_node-1] [INFO] [1755221286.224372296] [mavros]: Plugin cam_imu_sync created
[mavros_node-1] [INFO] [1755221286.224498248] [mavros]: Plugin cam_imu_sync initialized
[mavros_node-1] [INFO] [1755221286.230487432] [mavros]: Plugin camera created
[mavros_node-1] [INFO] [1755221286.230593256] [mavros]: Plugin camera initialized
[mavros_node-1] [INFO] [1755221286.237790120] [mavros]: Plugin cellular_status created
[mavros_node-1] [INFO] [1755221286.237888200] [mavros]: Plugin cellular_status initialized
[mavros_node-1] [INFO] [1755221286.250081640] [mavros]: Plugin command created
[mavros_node-1] [INFO] [1755221286.250248616] [mavros]: Plugin command initialized
[mavros_node-1] [INFO] [1755221286.256835624] [mavros]: Plugin companion_process_status created
[mavros_node-1] [INFO] [1755221286.256937576] [mavros]: Plugin companion_process_status initialized
[mavros_node-1] [INFO] [1755221286.264951784] [mavros]: Plugin debug_value created
[mavros_node-1] [INFO] [1755221286.265097704] [mavros]: Plugin debug_value initialized
[mavros_node-1] [INFO] [1755221286.271599976] [mavros.distance_sensor]: DS: Plugin not configured!
[mavros_node-1] [INFO] [1755221286.271808200] [mavros]: Plugin distance_sensor created
[mavros_node-1] [INFO] [1755221286.271940072] [mavros]: Plugin distance_sensor initialized
[mavros_node-1] [INFO] [1755221286.279941800] [mavros]: Plugin esc_status created
[mavros_node-1] [INFO] [1755221286.280058312] [mavros]: Plugin esc_status initialized
[mavros_node-1] [INFO] [1755221286.287833032] [mavros]: Plugin esc_telemetry created
[mavros_node-1] [INFO] [1755221286.287980872] [mavros]: Plugin esc_telemetry initialized
[mavros_node-1] [INFO] [1755221286.311257736] [mavros]: Plugin fake_gps created
[mavros_node-1] [INFO] [1755221286.311921896] [mavros]: Plugin fake_gps initialized
[mavros_node-1] [INFO] [1755221286.356828904] [mavros]: Plugin ftp created
[mavros_node-1] [INFO] [1755221286.357807496] [mavros]: Plugin ftp initialized
[mavros_node-1] [INFO] [1755221286.386492424] [mavros]: Plugin geofence created
[mavros_node-1] [INFO] [1755221286.387353608] [mavros]: Plugin geofence initialized
[mavros_node-1] [INFO] [1755221286.411973416] [mavros]: Plugin gimbal_control created
[mavros_node-1] [INFO] [1755221286.412150920] [mavros]: Plugin gimbal_control initialized
[mavros_node-1] [INFO] [1755221286.439940392] [mavros]: Plugin global_position created
[mavros_node-1] [INFO] [1755221286.440460328] [mavros]: Plugin global_position initialized
[mavros_node-1] [INFO] [1755221286.453210024] [mavros]: Plugin gps_input created
[mavros_node-1] [INFO] [1755221286.453320552] [mavros]: Plugin gps_input initialized
[mavros_node-1] [INFO] [1755221286.465628616] [mavros]: Plugin gps_rtk created
[mavros_node-1] [INFO] [1755221286.465756552] [mavros]: Plugin gps_rtk initialized
[mavros_node-1] [INFO] [1755221286.479410856] [mavros]: Plugin gps_status created
[mavros_node-1] [INFO] [1755221286.479547784] [mavros]: Plugin gps_status initialized
[mavros_node-1] [INFO] [1755221286.491189960] [mavros]: Plugin guided_target created
[mavros_node-1] [INFO] [1755221286.491312680] [mavros]: Plugin guided_target initialized
[mavros_node-1] [INFO] [1755221286.507309288] [mavros]: Plugin hil created
[mavros_node-1] [INFO] [1755221286.507439272] [mavros]: Plugin hil initialized
[mavros_node-1] [INFO] [1755221286.520963240] [mavros]: Plugin home_position created
[mavros_node-1] [INFO] [1755221286.521088008] [mavros]: Plugin home_position initialized
[mavros_node-1] [INFO] [1755221286.538865640] [mavros]: Plugin imu created
[mavros_node-1] [INFO] [1755221286.539071848] [mavros]: Plugin imu initialized
[mavros_node-1] [INFO] [1755221286.557794152] [mavros]: Plugin landing_target created
[mavros_node-1] [INFO] [1755221286.557928232] [mavros]: Plugin landing_target initialized
[mavros_node-1] [INFO] [1755221286.579325544] [mavros]: Plugin local_position created
[mavros_node-1] [INFO] [1755221286.579494184] [mavros]: Plugin local_position initialized
[mavros_node-1] [INFO] [1755221286.602139112] [mavros]: Plugin log_transfer created
[mavros_node-1] [INFO] [1755221286.602410600] [mavros]: Plugin log_transfer initialized
[mavros_node-1] [INFO] [1755221286.620098856] [mavros]: Plugin mag_calibration_status created
[mavros_node-1] [INFO] [1755221286.620267944] [mavros]: Plugin mag_calibration_status initialized
[mavros_node-1] [INFO] [1755221286.638963656] [mavros]: Plugin manual_control created
[mavros_node-1] [INFO] [1755221286.639081928] [mavros]: Plugin manual_control initialized
[mavros_node-1] [INFO] [1755221286.656937864] [mavros]: Plugin mocap_pose_estimate created
[mavros_node-1] [INFO] [1755221286.657053288] [mavros]: Plugin mocap_pose_estimate initialized
[mavros_node-1] [INFO] [1755221286.783470600] [mavros]: Plugin mount_control created
[mavros_node-1] [INFO] [1755221286.783630152] [mavros]: Plugin mount_control initialized
[mavros_node-1] [INFO] [1755221286.808223176] [mavros]: Plugin nav_controller_output created
[mavros_node-1] [INFO] [1755221286.808363912] [mavros]: Plugin nav_controller_output initialized
