Starting ROS 2 launch script...
ROS_VERSION=2
ROS_PYTHON_VERSION=3
ROS_LOCALHOST_ONLY=0
ROS_DISTRO=humble
[INFO] [launch]: All log files can be found below /home/robosub/.ros/log/2025-08-15-10-38-30-240522-ubuntu-2562
[INFO] [launch]: Default logging verbosity is set to INFO
[INFO] [mavros_node-1]: process started with pid [2759]
[INFO] [dvl_node-2]: process started with pid [2761]
[INFO] [dvl_mavros_bridge-3]: process started with pid [2763]
[mavros_node-1] [INFO] [1755272310.460225576] [mavros_node]: Starting mavros_node container
[mavros_node-1] [INFO] [1755272310.461748200] [mavros_node]: FCU URL: serial:///dev/ttyTHS1:57600
[mavros_node-1] [INFO] [1755272310.461813736] [mavros_node]: GCS URL: 
[mavros_node-1] [INFO] [1755272310.461827496] [mavros_node]: UAS Prefix: /uas1
[mavros_node-1] [INFO] [1755272310.461837000] [mavros_node]: Starting mavros router node
[mavros_node-1] [INFO] [1755272310.481146600] [mavros_router]: Built-in SIMD instructions: ARM NEON
[mavros_node-1] [INFO] [1755272310.481228552] [mavros_router]: Built-in MAVLink package version: 2025.6.6
[mavros_node-1] [INFO] [1755272310.481245640] [mavros_router]: Known MAVLink dialects: common ardupilotmega ASLUAV AVSSUAS all csAirLink cubepilot development icarous loweheiser matrixpilot paparazzi standard storm32 uAvionix ualberta
[mavros_node-1] [INFO] [1755272310.481258568] [mavros_router]: MAVROS Router started
[mavros_node-1] [INFO] [1755272310.481320200] [mavros_router]: Requested to add endpoint: type: 0, url: serial:///dev/ttyTHS1:57600
[mavros_node-1] [INFO] [1755272310.481362792] [mavros_router]: Endpoint link[1000] created
[mavros_node-1] [INFO] [1755272310.487331976] [mavros_router]: link[1000] opened successfully
[mavros_node-1] [INFO] [1755272310.487887496] [mavros_router]: Requested to add endpoint: type: 2, url: /uas1
[mavros_node-1] [INFO] [1755272310.487962792] [mavros_router]: Endpoint link[1001] created
[mavros_node-1] [INFO] [1755272310.493801960] [mavros_router]: link[1001] opened successfully
[mavros_node-1] [INFO] [1755272310.493938984] [mavros_node]: Starting mavros uas node
[mavros_node-1] [INFO] [1755272310.496518152] [mavros_router]: link[1000] detected remote address 1.1
[mavros_node-1] [INFO] [1755272310.560712360] [mavros]: UAS Executor started, threads: 6
[mavros_node-1] [INFO] [1755272310.593076872] [mavros]: Plugin actuator_control created
[mavros_node-1] [INFO] [1755272310.593214472] [mavros]: Plugin actuator_control initialized
[mavros_node-1] [INFO] [1755272310.633960360] [mavros]: Plugin adsb created
[mavros_node-1] [INFO] [1755272310.634091464] [mavros]: Plugin adsb initialized
[mavros_node-1] [INFO] [1755272310.639041384] [mavros]: Plugin altitude created
[mavros_node-1] [INFO] [1755272310.639143752] [mavros]: Plugin altitude initialized
