[INFO] [launch]: All log files can be found below /home/robosub/.ros/log/2025-08-16-12-48-36-624905-ubuntu-5578
[INFO] [launch]: Default logging verbosity is set to INFO
[INFO] [mavros_node-1]: process started with pid [5591]
[INFO] [dvl_node-2]: process started with pid [5593]
[INFO] [dvl_mavros_bridge-3]: process started with pid [5595]
[mavros_node-1] [INFO] [1755366516.846606432] [mavros_node]: Starting mavros_node container
[mavros_node-1] [INFO] [1755366516.846869680] [mavros_node]: FCU URL: serial:///dev/ttyTHS1:57600
[mavros_node-1] [INFO] [1755366516.846894001] [mavros_node]: GCS URL: 
[mavros_node-1] [INFO] [1755366516.846905458] [mavros_node]: UAS Prefix: /uas1
[mavros_node-1] [INFO] [1755366516.846914098] [mavros_node]: Starting mavros router node
[mavros_node-1] [INFO] [1755366516.860083294] [mavros_router]: Built-in SIMD instructions: ARM NEON
[mavros_node-1] [INFO] [1755366516.860191780] [mavros_router]: Built-in MAVLink package version: 2025.6.6
[mavros_node-1] [INFO] [1755366516.860209830] [mavros_router]: Known MAVLink dialects: common ardupilotmega ASLUAV AVSSUAS all csAirLink cubepilot development icarous loweheiser matrixpilot paparazzi standard storm32 uAvionix ualberta
[mavros_node-1] [INFO] [1755366516.860221158] [mavros_router]: MAVROS Router started
[mavros_node-1] [INFO] [1755366516.860304459] [mavros_router]: Requested to add endpoint: type: 0, url: serial:///dev/ttyTHS1:57600
[mavros_node-1] [INFO] [1755366516.860346382] [mavros_router]: Endpoint link[1000] created
[mavros_node-1] [INFO] [1755366516.866070273] [mavros_router]: link[1000] opened successfully
[mavros_node-1] [INFO] [1755366516.866633506] [mavros_router]: Requested to add endpoint: type: 2, url: /uas1
[mavros_node-1] [INFO] [1755366516.866697382] [mavros_router]: Endpoint link[1001] created
[mavros_node-1] [INFO] [1755366516.872356629] [mavros_router]: link[1001] opened successfully
[mavros_node-1] [INFO] [1755366516.872471388] [mavros_node]: Starting mavros uas node
[mavros_node-1] [INFO] [1755366516.878414139] [mavros_router]: link[1000] detected remote address 1.1
[mavros_node-1] [INFO] [1755366516.943302174] [mavros]: UAS Executor started, threads: 6
[mavros_node-1] [INFO] [1755366516.979010112] [mavros]: Plugin actuator_control created
[mavros_node-1] [INFO] [1755366516.979150952] [mavros]: Plugin actuator_control initialized
[mavros_node-1] [INFO] [1755366517.027163200] [mavros]: Plugin adsb created
[mavros_node-1] [INFO] [1755366517.027292552] [mavros]: Plugin adsb initialized
[mavros_node-1] [INFO] [1755366517.033536473] [mavros]: Plugin altitude created
[mavros_node-1] [INFO] [1755366517.033655424] [mavros]: Plugin altitude initialized
[mavros_node-1] [INFO] [1755366517.040220196] [mavros]: Plugin cam_imu_sync created
[mavros_node-1] [INFO] [1755366517.040341675] [mavros]: Plugin cam_imu_sync initialized
[mavros_node-1] [INFO] [1755366517.046637727] [mavros]: Plugin camera created
[mavros_node-1] [INFO] [1755366517.046766663] [mavros]: Plugin camera initialized
[mavros_node-1] [INFO] [1755366517.053498356] [mavros]: Plugin cellular_status created
[mavros_node-1] [INFO] [1755366517.053600314] [mavros]: Plugin cellular_status initialized
[mavros_node-1] [INFO] [1755366517.065664707] [mavros]: Plugin command created
[mavros_node-1] [INFO] [1755366517.065833389] [mavros]: Plugin command initialized
[mavros_node-1] [INFO] [1755366517.073631386] [mavros]: Plugin companion_process_status created
