Starting ROS 2 launch script...
ROS_VERSION=2
ROS_PYTHON_VERSION=3
ROS_LOCALHOST_ONLY=0
ROS_DISTRO=humble
[INFO] [launch]: All log files can be found below /home/robosub/.ros/log/2025-08-15-03-04-38-188375-ubuntu-2709
[INFO] [launch]: Default logging verbosity is set to INFO
[INFO] [mavros_node-1]: process started with pid [2765]
[INFO] [dvl_node-2]: process started with pid [2767]
[INFO] [dvl_mavros_bridge-3]: process started with pid [2769]
[mavros_node-1] [INFO] [1755245078.407046960] [mavros_node]: Starting mavros_node container
[mavros_node-1] [INFO] [1755245078.407266672] [mavros_node]: FCU URL: serial:///dev/ttyTHS1:57600
[mavros_node-1] [INFO] [1755245078.407291440] [mavros_node]: GCS URL: 
[mavros_node-1] [INFO] [1755245078.407303088] [mavros_node]: UAS Prefix: /uas1
[mavros_node-1] [INFO] [1755245078.407311696] [mavros_node]: Starting mavros router node
[mavros_node-1] [INFO] [1755245078.418863056] [mavros_router]: Built-in SIMD instructions: ARM NEON
[mavros_node-1] [INFO] [1755245078.418947088] [mavros_router]: Built-in MAVLink package version: 2025.6.6
[mavros_node-1] [INFO] [1755245078.418965584] [mavros_router]: Known MAVLink dialects: common ardupilotmega ASLUAV AVSSUAS all csAirLink cubepilot development icarous loweheiser matrixpilot paparazzi standard storm32 uAvionix ualberta
[mavros_node-1] [INFO] [1755245078.418977072] [mavros_router]: MAVROS Router started
[mavros_node-1] [INFO] [1755245078.419031888] [mavros_router]: Requested to add endpoint: type: 0, url: serial:///dev/ttyTHS1:57600
[mavros_node-1] [INFO] [1755245078.419076400] [mavros_router]: Endpoint link[1000] created
[mavros_node-1] [INFO] [1755245078.424825584] [mavros_router]: link[1000] opened successfully
[mavros_node-1] [INFO] [1755245078.426188304] [mavros_router]: Requested to add endpoint: type: 2, url: /uas1
[mavros_node-1] [INFO] [1755245078.426820592] [mavros_router]: Endpoint link[1001] created
[mavros_node-1] [INFO] [1755245078.433001584] [mavros_router]: link[1001] opened successfully
[mavros_node-1] [INFO] [1755245078.433884880] [mavros_node]: Starting mavros uas node
[mavros_node-1] [INFO] [1755245078.492337840] [mavros_router]: link[1000] detected remote address 1.1
[mavros_node-1] [INFO] [1755245078.501413136] [mavros]: UAS Executor started, threads: 6
[mavros_node-1] [INFO] [1755245078.537740688] [mavros]: Plugin actuator_control created
[mavros_node-1] [INFO] [1755245078.537880208] [mavros]: Plugin actuator_control initialized
[mavros_node-1] [INFO] [1755245078.582496272] [mavros]: Plugin adsb created
[mavros_node-1] [INFO] [1755245078.582615376] [mavros]: Plugin adsb initialized
[mavros_node-1] [INFO] [1755245078.588135248] [mavros]: Plugin altitude created
[mavros_node-1] [INFO] [1755245078.588255920] [mavros]: Plugin altitude initialized
[mavros_node-1] [INFO] [1755245078.594362480] [mavros]: Plugin cam_imu_sync created
[mavros_node-1] [INFO] [1755245078.594492976] [mavros]: Plugin cam_imu_sync initialized
[mavros_node-1] [INFO] [1755245078.600535568] [mavros]: Plugin camera created
